OBJECTID,the_geom,LandmarkNo,Name,Address,LargePhoto,Thumbnail,YearBuilt,Architect,Designer,Parcel,Designatio,PIMLink,Latitude,Longitude
131,MULTIPOINT ((-122.42223199999995 37.759817000000055)),118,B'NAI DAVID CHEVRA MIKVAH ISRAEL,3535 19TH ST,http://sfplanninggis.org/Preservation/Landmarks/Large/118.jpg,http://sfplanninggis.org/Preservation/Landmarks/Docs/118.jpg,1908/1925,F.W. DAKIN,,3597/063,http://sfplanninggis.org/docs/landmarks_and_districts/LM118.pdf,http://propertymap.sfplanning.org?search=3597/063,37.759817,-122.422232
132,MULTIPOINT ((-122.43008799999996 37.79060700000008)),119,CHAMBERS MANSION,2220-2222 SACRAMENTO ST,http://sfplanninggis.org/Preservation/Landmarks/Large/119.jpg,http://sfplanninggis.org/Preservation/Landmarks/Docs/119.jpg,1887/1917,J.C. MATTEWS AND SON,,0627/054,http://sfplanninggis.org/docs/landmarks_and_districts/LM119.pdf,http://propertymap.sfplanning.org?search=0627/054,37.790607,-122.430088
133,"MULTIPOINT ((-122.41429899999997 37.77356200000003), (-122.41418999999996 37.773142000000064))",120,ST. JOSEPH'S CHURCH,1401-240 HOWARD ST,http://sfplanninggis.org/Preservation/Landmarks/Large/120.jpg,http://sfplanninggis.org/Preservation/Landmarks/Docs/120.jpg,,,,3517/037,http://sfplanninggis.org/docs/landmarks_and_districts/LM120.pdf,http://propertymap.sfplanning.org?search=3517/037,37.773352,-122.4142445
134,"MULTIPOINT ((-122.41429899999997 37.77356200000003), (-122.41418999999996 37.773142000000064))",120,ST. JOSEPH'S CONVENT,240 10TH ST,http://sfplanninggis.org/Preservation/Landmarks/Large/120.jpg,http://sfplanninggis.org/Preservation/Landmarks/Docs/120.jpg,,,,3517/037,http://sfplanninggis.org/docs/landmarks_and_districts/LM120.pdf,http://propertymap.sfplanning.org?search=3517/037,37.773352,-122.4142445
135,MULTIPOINT ((-122.40505299999995 37.80305100000004)),121,JULIUS CASTLE,302-304 GREENWICH ST,http://sfplanninggis.org/Preservation/Landmarks/Large/121.jpg,http://sfplanninggis.org/Preservation/Landmarks/Docs/121.jpg,1923 & 1928,L/ MASTROPASQUA,,0079/004,http://sfplanninggis.org/docs/landmarks_and_districts/LM121.pdf,http://propertymap.sfplanning.org?search=0079/004,37.803051,-122.405053
136,MULTIPOINT ((-122.40903099999997 37.79365500000006)),122,CLAY STREET CENTER,965 CLAY ST,http://sfplanninggis.org/Preservation/Landmarks/Large/122.jpg,http://sfplanninggis.org/Preservation/Landmarks/Docs/122.jpg,1932,JULIA MORGAN,,0224/079,http://sfplanninggis.org/docs/landmarks_and_districts/LM122.pdf,http://propertymap.sfplanning.org?search=0224/079,37.793655,-122.409031
137,MULTIPOINT ((-122.42313499999995 37.757858000000056)),123,MCMULLEN RESIDENCE,827 GUERRERO,http://sfplanninggis.org/Preservation/Landmarks/Large/123.jpg,http://sfplanninggis.org/Preservation/Landmarks/Docs/123.jpg,1881,ENLARGED & ALTERED BY SAMUEL NEWSOM,,3608/076,http://sfplanninggis.org/docs/landmarks_and_districts/LM123.pdf,http://propertymap.sfplanning.org?search=3608/076,37.757858,-122.423135
138,MULTIPOINT ((-122.45838699999996 37.76828700000004)),124,SHARON (CHILDRENS)'BUILDING,GOLDEN GATE PARK,http://sfplanninggis.org/Preservation/Landmarks/Large/124.jpg,http://sfplanninggis.org/Preservation/Landmarks/Docs/124.jpg,1887-1888,PERCY AND HAMILTON,,1700/001,http://sfplanninggis.org/docs/landmarks_and_districts/LM124.pdf,http://propertymap.sfplanning.org?search=1700/001,37.768287,-122.458387
139,"MULTIPOINT ((-122.41579099999996 37.75118100000003), (-122.41578499999997 37.75111400000003))",125,HAVENS MANSION & CARRIAGE HOUSE,1381 SOUTH VAN NESS AV,http://sfplanninggis.org/Preservation/Landmarks/Large/125.jpg,http://sfplanninggis.org/Preservation/Landmarks/Docs/125.jpg,1884,CHARLES HAVENS,,6519/049,http://sfplanninggis.org/docs/landmarks_and_districts/LM125.pdf,http://propertymap.sfplanning.org?search=6519/049,37.7511475,-122.415788
140,"MULTIPOINT ((-122.41579099999996 37.75118100000003), (-122.41578499999997 37.75111400000003))",125,HAVENS MANSION AND CARRIAGE HOUSE,1381 SOUTH VAN NESS AV,http://sfplanninggis.org/Preservation/Landmarks/Large/125.jpg,http://sfplanninggis.org/Preservation/Landmarks/Docs/125.jpg,1884,CHARLES HAVENS,,6519/049,http://sfplanninggis.org/docs/landmarks_and_districts/LM125.pdf,http://propertymap.sfplanning.org?search=6519/049,37.7511475,-122.415788
141,MULTIPOINT ((-122.42437299999995 37.790666000000044)),126,BRANDENSTEIN (BRANSTEN) HOUSE,1735 FRANKLIN ST,http://sfplanninggis.org/Preservation/Landmarks/Large/126.jpg,http://sfplanninggis.org/Preservation/Landmarks/Docs/126.jpg,1904,HERMAN BARTH,,0641/002,http://sfplanninggis.org/docs/landmarks_and_districts/LM126.pdf,http://propertymap.sfplanning.org?search=0641/002,37.790666,-122.424373
142,MULTIPOINT ((-122.40714299999996 37.80002200000007)),127,OLD SPAGHETTI FACTORY CAFE,478 GREEN ST,http://sfplanninggis.org/Preservation/Landmarks/Large/127.jpg,http://sfplanninggis.org/Preservation/Landmarks/Docs/127.jpg,1908,,,0115/019,http://sfplanninggis.org/docs/landmarks_and_districts/LM127.pdf,http://propertymap.sfplanning.org?search=0115/019,37.800022,-122.407143
143,MULTIPOINT ((-122.44278299999996 37.77363800000006)),128,CLUNIE HOUSE,301 LYON ST,http://sfplanninggis.org/Preservation/Landmarks/Large/128.jpg,http://sfplanninggis.org/Preservation/Landmarks/Docs/128.jpg,1897,WILLIAM CURLETT,,1207/008,http://sfplanninggis.org/docs/landmarks_and_districts/LM128.pdf,http://propertymap.sfplanning.org?search=1207/008,37.773638,-122.442783
144,MULTIPOINT ((-122.41244799999998 37.804362000000026)),129,BAUER & SCHWEITZER MALTING COMPANY,530-550 CHESTNUT ST,http://sfplanninggis.org/Preservation/Landmarks/Large/129.jpg,http://sfplanninggis.org/Preservation/Landmarks/Docs/129.jpg,1906-1908,GALLAND-HENNING P.M.D. MFG. CO.,,0052/101,http://sfplanninggis.org/docs/landmarks_and_districts/LM129.pdf,http://propertymap.sfplanning.org?search=0052/101,37.804362,-122.412448
145,MULTIPOINT ((-122.41243499999996 37.78137400000003)),130,HIBERNIA BANK,1 JONES ST,http://sfplanninggis.org/Preservation/Landmarks/Large/130.jpg,http://sfplanninggis.org/Preservation/Landmarks/Docs/130.jpg,"1892,1905,1907",ALBERT PISSIS,,0349/003,http://sfplanninggis.org/docs/landmarks_and_districts/LM130.pdf,http://propertymap.sfplanning.org?search=0349/003,37.781374,-122.412435
146,MULTIPOINT ((-122.40467499999994 37.787108000000046)),131,WELLS FARGO UNION TRUST BRANCH,744 MARKET ST,http://sfplanninggis.org/Preservation/Landmarks/Large/131.jpg,http://sfplanninggis.org/Preservation/Landmarks/Docs/131.jpg,1910,CLINTON DAY,,0312/006,http://sfplanninggis.org/docs/landmarks_and_districts/LM131.pdf,http://propertymap.sfplanning.org?search=0312/006,37.787108,-122.404675
147,MULTIPOINT ((-122.40517599999998 37.786988000000065)),132,SAVINGS UNION BRANCH OF SEC.PAC.NATL BNK,1 GRANT ST,http://sfplanninggis.org/Preservation/Landmarks/Large/132.jpg,http://sfplanninggis.org/Preservation/Landmarks/Docs/132.jpg,1910,BLISS AND FAVILLE,,0313/008,http://sfplanninggis.org/docs/landmarks_and_districts/LM132.pdf,http://propertymap.sfplanning.org?search=0313/008,37.786988,-122.405176
148,MULTIPOINT ((-122.432009 37.74996300000004)),133,AXFORD HOUSE,1190 NOE ST,http://sfplanninggis.org/Preservation/Landmarks/Large/133.jpg,http://sfplanninggis.org/Preservation/Landmarks/Docs/133.jpg,1877,,,6538/048,http://sfplanninggis.org/docs/landmarks_and_districts/LM133.pdf,http://propertymap.sfplanning.org?search=6538/048,37.749963,-122.432009
149,MULTIPOINT ((-122.40303399999999 37.78874700000006)),134,THE MECHANICS INSTITUTE,57-65 POST ST,http://sfplanninggis.org/Preservation/Landmarks/Large/134.jpg,http://sfplanninggis.org/Preservation/Landmarks/Docs/134.jpg,1909,ALBERT PISSIS,,0311/013,http://sfplanninggis.org/docs/landmarks_and_districts/LM134.pdf,http://propertymap.sfplanning.org?search=0311/013,37.788747,-122.403034
150,MULTIPOINT ((-122.43636899999996 37.777323000000024)),135,WESTERFELD HOUSE,1198 FULTON ST,http://sfplanninggis.org/Preservation/Landmarks/Large/135.jpg,http://sfplanninggis.org/Preservation/Landmarks/Docs/135.jpg,1889,HENRY GEILFUSS,,0777/015,http://sfplanninggis.org/docs/landmarks_and_districts/LM135.pdf,http://propertymap.sfplanning.org?search=0777/015,37.777323,-122.436369
151,MULTIPOINT ((-122.42315999999994 37.757709000000034)),136,MARSDEN KERSHAW HOUSE,845 GUERRERO ST,http://sfplanninggis.org/Preservation/Landmarks/Large/136.jpg,http://sfplanninggis.org/Preservation/Landmarks/Docs/136.jpg,1871,,,3608/051,http://sfplanninggis.org/docs/landmarks_and_districts/LM136.pdf,http://propertymap.sfplanning.org?search=3608/051,37.757709,-122.42316
152,MULTIPOINT ((-122.42541099999994 37.76391700000005)),137,NOTRE DAME SCHOOL,333-351 DOLORES ST,http://sfplanninggis.org/Preservation/Landmarks/Large/137.jpg,http://sfplanninggis.org/Preservation/Landmarks/Docs/137.jpg,1906-1907,THEODORE W. LENZER,,3567/056,http://sfplanninggis.org/docs/landmarks_and_districts/LM137.pdf,http://propertymap.sfplanning.org?search=3567/056,37.763917,-122.425411
153,MULTIPOINT ((-122.38979299999994 37.758538000000044)),138,THE POTRERO SCHOOL,1060 TENNESSEE ST,http://sfplanninggis.org/Preservation/Landmarks/Large/138.jpg,http://sfplanninggis.org/Preservation/Landmarks/Docs/138.jpg,1895,,,4107/006,http://sfplanninggis.org/docs/landmarks_and_districts/LM138.pdf,http://propertymap.sfplanning.org?search=4107/006,37.758538,-122.389793
154,MULTIPOINT ((-122.41644299999996 37.76232300000004)),139,ST. CHARLES SCHOOL,376-382 SHOTWELL ST,http://sfplanninggis.org/Preservation/Landmarks/Large/139.jpg,http://sfplanninggis.org/Preservation/Landmarks/Docs/139.jpg,1887-1888,,,3574/085,http://sfplanninggis.org/docs/landmarks_and_districts/LM139.pdf,http://propertymap.sfplanning.org?search=3574/085,37.762323,-122.416443
155,MULTIPOINT ((-122.42046499999998 37.776725000000056)),140,HIGH SCHOOL OF COMMERCE,135 VAN NESS AV,http://sfplanninggis.org/Preservation/Landmarks/Large/140.jpg,http://sfplanninggis.org/Preservation/Landmarks/Docs/140.jpg,1926,"JOHN REID, JR., CITY ARCHITECT",,0815/001,http://sfplanninggis.org/docs/landmarks_and_districts/LM140.pdf,http://propertymap.sfplanning.org?search=0815/001,37.776725,-122.420465
156,MULTIPOINT ((-122.42046499999998 37.776725000000056)),140,NEWTON J. THARP COMMERCIAL SCHOOL,170-135 FELL ST,http://sfplanninggis.org/Preservation/Landmarks/Large/140.jpg,http://sfplanninggis.org/Preservation/Landmarks/Docs/140.jpg,1926,"JOHN REID, JR., CITY ARCHITECT",,0815/001,http://sfplanninggis.org/docs/landmarks_and_districts/LM140.pdf,http://propertymap.sfplanning.org?search=0815/001,37.776725,-122.420465
157,MULTIPOINT ((-122.40587 37.79015000000004)),141,HOME TELEPHONE COMPANY,333 GRANT AV,http://sfplanninggis.org/Preservation/Landmarks/Large/141.jpg,http://sfplanninggis.org/Preservation/Landmarks/Docs/141.jpg,1908,COXHEAD AND COXHEAD,,0286/034,http://sfplanninggis.org/docs/landmarks_and_districts/LM141.pdf,http://propertymap.sfplanning.org?search=0286/034,37.79015,-122.40587
158,MULTIPOINT ((-122.40259699999996 37.79414000000003)),142,PG&E OLD STATION J,565-569 COMMERCIAL ST,http://sfplanninggis.org/Preservation/Landmarks/Large/142.jpg,http://sfplanninggis.org/Preservation/Landmarks/Docs/142.jpg,1914,FREDERICK H. MEYER,,0228/011,http://sfplanninggis.org/docs/landmarks_and_districts/LM142.pdf,http://propertymap.sfplanning.org?search=0228/011,37.79414,-122.402597
159,MULTIPOINT ((-122.40510799999998 37.79090700000006)),143,FIRE STATION 2,460 BUSH ST,http://sfplanninggis.org/Preservation/Landmarks/Large/143.jpg,http://sfplanninggis.org/Preservation/Landmarks/Docs/143.jpg,1909,NEWTON J. THARP,,0270/041,http://sfplanninggis.org/docs/landmarks_and_districts/LM143.pdf,http://propertymap.sfplanning.org?search=0270/041,37.790907,-122.405108
160,MULTIPOINT ((-122.40140599999995 37.78866000000005)),144,HOFFMAN'S GRILL,619 MARKET ST,http://sfplanninggis.org/Preservation/Landmarks/Large/144.jpg,http://sfplanninggis.org/Preservation/Landmarks/Docs/144.jpg,1913,WOODWARD WETHERED,,3707/062,http://sfplanninggis.org/docs/landmarks_and_districts/LM144.pdf,http://propertymap.sfplanning.org?search=3707/062,37.78866,-122.401406
161,MULTIPOINT ((-122.39948199999998 37.79356100000007)),145,BUICH BLDG/TADICH GRILL,240-242 CALIFORNIA ST,http://sfplanninggis.org/Preservation/Landmarks/Large/145.jpg,http://sfplanninggis.org/Preservation/Landmarks/Docs/145.jpg,1909,CRIM AND SCOTT,,0237/009,http://sfplanninggis.org/docs/landmarks_and_districts/LM145.pdf,http://propertymap.sfplanning.org?search=0237/009,37.793561,-122.399482
162,MULTIPOINT ((-122.40346499999998 37.793547000000046)),146,JACK'S RESTAURANT BUILDING,615 SACRAMENTO ST,http://sfplanninggis.org/Preservation/Landmarks/Large/146.jpg,http://sfplanninggis.org/Preservation/Landmarks/Docs/146.jpg,1907,SALFIELD & KOHLBERG,,0240/014,http://sfplanninggis.org/docs/landmarks_and_districts/LM146.pdf,http://propertymap.sfplanning.org?search=0240/014,37.793547,-122.403465
163,MULTIPOINT ((-122.50874499999998 37.77029300000004)),147,DUTCH WINDMILL (NORTH WINDMILL),GOLDEN GATE PARK,http://sfplanninggis.org/Preservation/Landmarks/Large/147.jpg,http://sfplanninggis.org/Preservation/Landmarks/Docs/147.jpg,1903,"ALPHEUS BELL, JR., MECHANICAL ENGINEER",,1700/001,http://sfplanninggis.org/docs/landmarks_and_districts/LM147.pdf,http://propertymap.sfplanning.org?search=1700/001,37.770293,-122.508745
164,MULTIPOINT ((-122.39851999999996 37.75620200000003)),148,THE KERRIGAN HOUSE,893 WISCONSIN ST,http://sfplanninggis.org/Preservation/Landmarks/Large/148.jpg,http://sfplanninggis.org/Preservation/Landmarks/Docs/148.jpg,1905,,,4162/057,http://sfplanninggis.org/docs/landmarks_and_districts/LM148.pdf,http://propertymap.sfplanning.org?search=4162/057,37.756202,-122.39852
165,MULTIPOINT ((-122.39398499999999 37.78735900000004)),149,F.V. WILBERT TOOL MANUFACTURING SHOP,443-449 FOLSOM ST,http://sfplanninggis.org/Preservation/Landmarks/Large/149.jpg,http://sfplanninggis.org/Preservation/Landmarks/Docs/149.jpg,1911,,,3748/028,http://sfplanninggis.org/docs/landmarks_and_districts/LM149.pdf,http://propertymap.sfplanning.org?search=3748/028,37.787359,-122.393985
166,MULTIPOINT ((-122.42473899999999 37.76754600000004)),150,SHEET METAL WORKERS' UNION HALL,224-226 GUERRERO ST,http://sfplanninggis.org/Preservation/Landmarks/Large/150.jpg,http://sfplanninggis.org/Preservation/Landmarks/Docs/150.jpg,1906,"JAMES E. PERCY AND WILLIAM STARKE, LOCAL 104",,3545/003,http://sfplanninggis.org/docs/landmarks_and_districts/LM150.pdf,http://propertymap.sfplanning.org?search=3545/003,37.767546,-122.424739
167,MULTIPOINT ((-122.43360899999999 37.777644000000066)),151,THE ARCHBISHOP'S MANSION,1000 FULTON ST,http://sfplanninggis.org/Preservation/Landmarks/Large/151.jpg,http://sfplanninggis.org/Preservation/Landmarks/Docs/151.jpg,1904,FRANK D. SHEA,,0778/006,http://sfplanninggis.org/docs/landmarks_and_districts/LM151.pdf,http://propertymap.sfplanning.org?search=0778/006,37.777644,-122.433609
168,MULTIPOINT ((-122.42037699999997 37.78512600000005)),152,DON LEE AUTOMOBILE SHOWROOM,1000 VAN NESS AV,http://sfplanninggis.org/Preservation/Landmarks/Large/152.jpg,http://sfplanninggis.org/Preservation/Landmarks/Docs/152.jpg,1921,WEEKS AND DAY,,0715/015,http://sfplanninggis.org/docs/landmarks_and_districts/LM152.pdf,http://propertymap.sfplanning.org?search=0715/015,37.785126,-122.420377
169,MULTIPOINT ((-122.42169399999995 37.784002000000044)),153,EARLE C. ANTHONY PACKARD SHOWROOM,901 VAN NESS AV,http://sfplanninggis.org/Preservation/Landmarks/Large/153.jpg,http://sfplanninggis.org/Preservation/Landmarks/Docs/153.jpg,1926-1927,BERNARD MAYBECK,,0719/002,http://sfplanninggis.org/docs/landmarks_and_districts/LM153.pdf,http://propertymap.sfplanning.org?search=0719/002,37.784002,-122.421694
170,MULTIPOINT ((-122.407423 37.78511100000003)),154,JAMES FLOOD BUILDING,870-898 MARKET ST,http://sfplanninggis.org/Preservation/Landmarks/Large/154.jpg,http://sfplanninggis.org/Preservation/Landmarks/Docs/154.jpg,1904,ALBERT PISSIS,,0329/005,http://sfplanninggis.org/docs/landmarks_and_districts/LM154.pdf,http://propertymap.sfplanning.org?search=0329/005,37.785111,-122.407423
171,MULTIPOINT ((-122.40078299999999 37.79005700000005)),155,FLATIRON BUILDING,540-548 MARKET ST,http://sfplanninggis.org/Preservation/Landmarks/Large/155.jpg,http://sfplanninggis.org/Preservation/Landmarks/Docs/155.jpg,1913,HAVENS AND TOEPKE,,0291/001,http://sfplanninggis.org/docs/landmarks_and_districts/LM155.pdf,http://propertymap.sfplanning.org?search=0291/001,37.790057,-122.400783
172,MULTIPOINT ((-122.40554599999996 37.786459000000036)),156,PHELAN BUILDING,760-784 MARKET ST,http://sfplanninggis.org/Preservation/Landmarks/Large/156.jpg,http://sfplanninggis.org/Preservation/Landmarks/Docs/156.jpg,1908,WILLIAM CURLETT,,0328/001,http://sfplanninggis.org/docs/landmarks_and_districts/LM156.pdf,http://propertymap.sfplanning.org?search=0328/001,37.786459,-122.405546
173,MULTIPOINT ((-122.38975699999997 37.78980300000006)),157,HILLS BROTHERS COFFEE PLANT,2 HARRISON ST,http://sfplanninggis.org/Preservation/Landmarks/Large/157.jpg,http://sfplanninggis.org/Preservation/Landmarks/Docs/157.jpg,1924-1926,GEORGE KELHAM,,3744/002,http://sfplanninggis.org/docs/landmarks_and_districts/LM157.pdf,http://propertymap.sfplanning.org?search=3744/002,37.789803,-122.389757
174,MULTIPOINT ((-122.40078499999998 37.79428900000005)),158,FEDERAL RESERVE BANK BUILDING,400 SANSOME ST,http://sfplanninggis.org/Preservation/Landmarks/Large/158.jpg,http://sfplanninggis.org/Preservation/Landmarks/Docs/158.jpg,1919-1924,GEORGE KELHAM,,0229/003,http://sfplanninggis.org/docs/landmarks_and_districts/LM158.pdf,http://propertymap.sfplanning.org?search=0229/003,37.794289,-122.400785
175,MULTIPOINT ((-122.41288999999995 37.78716000000003)),159,GAYLORD HOTEL,620 JONES ST,http://sfplanninggis.org/Preservation/Landmarks/Large/159.jpg,http://sfplanninggis.org/Preservation/Landmarks/Docs/159.jpg,1928-1929,"HERMAN C. BAUMAN;D.D.STONE, ASSOCIATED ARCH.",,0305/036,http://sfplanninggis.org/docs/landmarks_and_districts/LM159.pdf,http://propertymap.sfplanning.org?search=0305/036,37.78716,-122.41289
176,MULTIPOINT ((-122.40124199999997 37.79225700000006)),160,ROYAL GLOBE INSURANCE BUILDING,210 SANSOME ST,http://sfplanninggis.org/Preservation/Landmarks/Large/160.jpg,http://sfplanninggis.org/Preservation/Landmarks/Docs/160.jpg,1907,HOWELLS AND STOKES,,0260/026,http://sfplanninggis.org/docs/landmarks_and_districts/LM160.pdf,http://propertymap.sfplanning.org?search=0260/026,37.792257,-122.401242
177,MULTIPOINT ((-122.40256699999998 37.79314900000003)),161,THE KOHL BLDG (ALVINZA HAYWARD BLDG),400 MONTGOMERY ST,http://sfplanninggis.org/Preservation/Landmarks/Large/161.jpg,http://sfplanninggis.org/Preservation/Landmarks/Docs/161.jpg,1901/1907,PERCY AND POLK,,0239/009,http://sfplanninggis.org/docs/landmarks_and_districts/LM161.pdf,http://propertymap.sfplanning.org?search=0239/009,37.793149,-122.402567
178,MULTIPOINT ((-122.40160999999995 37.789525000000026)),162,THE HOBART BLDG,582-592 MARKET ST,http://sfplanninggis.org/Preservation/Landmarks/Large/162.jpg,http://sfplanninggis.org/Preservation/Landmarks/Docs/162.jpg,1914,WILLIS POLK,,0291/006,http://sfplanninggis.org/docs/landmarks_and_districts/LM162.pdf,http://propertymap.sfplanning.org?search=0291/006,37.789525,-122.40161
179,MULTIPOINT ((-122.40100899999999 37.78815000000003)),163,THE SHARON BLDG,39-63 NEW MONTGOMERY ST,http://sfplanninggis.org/Preservation/Landmarks/Large/163.jpg,http://sfplanninggis.org/Preservation/Landmarks/Docs/163.jpg,1912,GEORGE W. KELHAM,,3707/035,http://sfplanninggis.org/docs/landmarks_and_districts/LM163.pdf,http://propertymap.sfplanning.org?search=3707/035,37.78815,-122.401009
180,"MULTIPOINT ((-122.42539399999998 37.77301200000005), (-122.42530399999998 37.77302300000008))",164,MCMORRY-LAGAN BLDG,188 HAIGHT ST,http://sfplanninggis.org/Preservation/Landmarks/Large/164.jpg,http://sfplanninggis.org/Preservation/Landmarks/Docs/164.jpg,"1889,BARN 1883",THOMAS J. WELSH,,0852/033,http://sfplanninggis.org/docs/landmarks_and_districts/LM164.pdf,http://propertymap.sfplanning.org?search=0852/033,37.7730175,-122.425349
181,"MULTIPOINT ((-122.42539399999998 37.77301200000005), (-122.42530399999998 37.77302300000008))",164,MCMORRY-LAGAN BLDG,198-188 HAIGHT ST,http://sfplanninggis.org/Preservation/Landmarks/Large/164.jpg,http://sfplanninggis.org/Preservation/Landmarks/Docs/164.jpg,"1889,BARN 1883",THOMAS J. WELSH,,0852/033,http://sfplanninggis.org/docs/landmarks_and_districts/LM164.pdf,http://propertymap.sfplanning.org?search=0852/033,37.7730175,-122.425349
182,MULTIPOINT ((-122.40584499999994 37.802279000000055)),165,COIT TOWER,TELEGRAPH HILL BL,http://sfplanninggis.org/Preservation/Landmarks/Large/165.jpg,http://sfplanninggis.org/Preservation/Landmarks/Docs/165.jpg,1934,"ARTHUR BROWN JR., HENRY T. HOWARD",,0086/012,http://sfplanninggis.org/docs/landmarks_and_districts/LM165.pdf,http://propertymap.sfplanning.org?search=0086/012,37.802279,-122.405845
183,MULTIPOINT ((-122.41770899999995 37.75366100000008)),166,TRINITY PRESBYTERIAN CHURCH,3261 23RD ST,http://sfplanninggis.org/Preservation/Landmarks/Large/166.jpg,http://sfplanninggis.org/Preservation/Landmarks/Docs/166.jpg,1891-1892,PERCY AND HAMILTON,,3642/035,http://sfplanninggis.org/docs/landmarks_and_districts/LM166.pdf,http://propertymap.sfplanning.org?search=3642/035,37.753661,-122.417709
184,MULTIPOINT ((-122.40682899999996 37.79184500000008)),167,MET LIFE -PACIFIC COAST HEAD OFFICE,600 STOCKTON ST,http://sfplanninggis.org/Preservation/Landmarks/Large/167.jpg,http://sfplanninggis.org/Preservation/Landmarks/Docs/167.jpg,1909,LEBRUN AND SONS,,0257/012,http://sfplanninggis.org/docs/landmarks_and_districts/LM167.pdf,http://propertymap.sfplanning.org?search=0257/012,37.791845,-122.406829
185,MULTIPOINT ((-122.43113999999997 37.78955200000007)),168,WILLIAM VALE HOUSE,2226 CALIFORNIA ST,http://sfplanninggis.org/Preservation/Landmarks/Large/168.jpg,http://sfplanninggis.org/Preservation/Landmarks/Docs/168.jpg,1885,ALBERT PISSIS,,0637/040,http://sfplanninggis.org/docs/landmarks_and_districts/LM168.pdf,http://propertymap.sfplanning.org?search=0637/040,37.789552,-122.43114
186,MULTIPOINT ((-122.45949099999996 37.78459000000004)),169,CAMPFIRE GIRLS BUILDING,325 ARGUELLO BL,http://sfplanninggis.org/Preservation/Landmarks/Large/169.jpg,http://sfplanninggis.org/Preservation/Landmarks/Docs/169.jpg,1929,HENRY GUTTERSON,,1432/003,http://sfplanninggis.org/docs/landmarks_and_districts/LM169.pdf,http://propertymap.sfplanning.org?search=1432/003,37.78459,-122.459491
187,MULTIPOINT ((-122.41338299999995 37.79200800000007)),170,CATHEDRAL HOUSE-DEMOLISHED 1994,1051 TAYLOR ST,http://sfplanninggis.org/Preservation/Landmarks/Large/170.jpg,http://sfplanninggis.org/Preservation/Landmarks/Docs/170.jpg,1911-12,LEWIS P. HOBART,,0246/001,http://sfplanninggis.org/docs/landmarks_and_districts/LM170.pdf,http://propertymap.sfplanning.org?search=0246/001,37.792008,-122.413383
188,MULTIPOINT ((-122.41338299999995 37.79200800000007)),170,GRACE CATHEDRAL,1051 TAYLOR ST,http://sfplanninggis.org/Preservation/Landmarks/Large/170.jpg,http://sfplanninggis.org/Preservation/Landmarks/Docs/170.jpg,1911-12,LEWIS P. HOBART,,0246/001,http://sfplanninggis.org/docs/landmarks_and_districts/LM170.pdf,http://propertymap.sfplanning.org?search=0246/001,37.792008,-122.413383
189,MULTIPOINT ((-122.41338299999995 37.79200800000007)),170,"GRACE CATHEDRAL, CROCKER GATE",1051 TAYLOR ST,http://sfplanninggis.org/Preservation/Landmarks/Large/170.jpg,http://sfplanninggis.org/Preservation/Landmarks/Docs/170.jpg,1911-12,LEWIS P. HOBART,,0246/001,http://sfplanninggis.org/docs/landmarks_and_districts/LM170.pdf,http://propertymap.sfplanning.org?search=0246/001,37.792008,-122.413383
190,MULTIPOINT ((-122.41338299999995 37.79200800000007)),170,"GRACE CATHEDRAL, DIOCESAN HOUSE",1055-1051 TAYLOR ST,http://sfplanninggis.org/Preservation/Landmarks/Large/170.jpg,http://sfplanninggis.org/Preservation/Landmarks/Docs/170.jpg,1911-12,LEWIS P. HOBART,,0246/001,http://sfplanninggis.org/docs/landmarks_and_districts/LM170.pdf,http://propertymap.sfplanning.org?search=0246/001,37.792008,-122.413383
191,MULTIPOINT ((-122.48290299999996 37.764621000000034)),171,REFUGEE SHACK,1227 24TH AV,http://sfplanninggis.org/Preservation/Landmarks/Large/171.jpg,http://sfplanninggis.org/Preservation/Landmarks/Docs/171.jpg,1906-1907,"CITY CORPS OF ENGINEERS, U.S. ARMY GEN. WASHINGTON GREELEY",,1726/004,http://sfplanninggis.org/docs/landmarks_and_districts/LM171.pdf,http://propertymap.sfplanning.org?search=1726/004,37.764621,-122.482903
192,MULTIPOINT ((-122.41307699999999 37.78167700000006)),172,ST BONIFACE CHURCH,133 GOLDEN GATE AV,http://sfplanninggis.org/Preservation/Landmarks/Large/172.jpg,http://sfplanninggis.org/Preservation/Landmarks/Docs/172.jpg,1898-1902,"BROTHER ADRIAN WEAVER OFM; MARTENS AND COFFEY, SUPERVISING ARCHITECTS",,0349/012,http://sfplanninggis.org/docs/landmarks_and_districts/LM172.pdf,http://propertymap.sfplanning.org?search=0349/012,37.781677,-122.413077
193,"MULTIPOINT ((-122.40664599999997 37.79065600000007), (-122.40653799999995 37.79074300000008))",173,NOTRE DAME DES VICTOIRES CHURCH & RECTOR,564 BUSH ST,http://sfplanninggis.org/Preservation/Landmarks/Large/173.jpg,http://sfplanninggis.org/Preservation/Landmarks/Docs/173.jpg,1913,LOUIS BROCHOUD,,0271/012,http://sfplanninggis.org/docs/landmarks_and_districts/LM173.pdf,http://propertymap.sfplanning.org?search=0271/012,37.7906995,-122.406592
